Original_id,Tag,Question,Answer,Source
71, FAQs on filing the return of income ,unlike modes filing return income,"he Return Form can be filed with the Income tax Department in any of the following ways,   n , xa0 i by furnishing the return in a paper form , xa0 ii by furnishing the return electronically under digital signature , iii by transmitting the data in the return electronically under electronic verification code , iv by transmitting the data in the return electronically and thereafter submitting the verification of the return in Return n , Form ITR V , , n , Note , Where the return of income is filed in the manner given at iv without digital signature, then the taxpayer should take two printed copies of n , Form ITR V , . One copy of n , ITR V , , duly signed by the taxpayer, is to be sent within the period specified in this regard, i.e., 120 days by ordinary post or speed post to Income tax Department   CPC, Post Bag No. 1, Electronic City Post Office, Bengalore 560100 Karnataka . The other copy may be retained by the taxpayer for his record. ,",synonym_replacement
72, FAQs on filing the return of income ,mode filing return applicable,"n , The applicable return of income shall be furnished by a person mentioned in column , ii , of the Table below to who m the conditions specified in column , iii , apply, in the manner specified in column , iv , thereof , n , Sl. , Person , Condition , Manner of furnishing return of income , n , i , n , ii , n , iii , n , iv , n , 1 , n , Individual or Hindu undivided family , n , , a , , n , Accounts are required to be audited under n , section 44AB , of the Act , n , Electronically under digital signature , n , n , n , n , n , , b , , n , Where total income assessable under the Act during the previous year of a person,  , n , , i , , n , being an individual of the age of 80 years or more at any time during the previous year or , n , , ii , , n , whose income does not exceed five lakh rupees and no refund is claimed in the return of income, , n , n , n , and who furnishes the return in n , Form No. SAHAJ ITR 1 , or n , Form No. SUGAM ITR 4 , n , , A , , n , Electronically under digital signature or , n , , B , , n , Transmitting the data electronically in the return under electronic verification code or , n , , C , , n , Transmitting the data in the return electronically and thereafter submitting the verification of the return in n , Form ITR V , or , n , , D , , n , Paper form , n , n , n , n , n , , c , , n , In any other case , n , , A , , n , Electronically under digital signature or , n , , B , , n , Transmitting the data electronically in the return under electronic verification code or , n , , C , , n , Transmitting the data in the return electronically and thereafter submitting the verification of the return in n , Form ITR V , , xa0 , , n , 2 , n , Company , n , In all cases. , n , Electronically under digital signature. , n , 3 , n , A person required to furnish the return in n , Form ITR 7 , n , , a , , n , In case of a political party , n , Electronically under digital signature , xa0 , , n , , b , , n , In any other case , xa0 , n , , A , , n , Electronically under digital signature or , xa0 , , , n , , B , , n , Transmitting the data in the return electronically under electronic verification code or , xa0 , xa0 , xa0 , n , , C , , n , Transmitting the data in the return electronically and thereafter submitting the verification of the return in n , Form ITR V , . , n , 4 , n , Firm or limited liability partnership or any person other than a person mentioned in Sl. 1 to 3 above who is required to file return in n , Form ITR 5 , n , , a , , n , Accounts are required to be audited under n , section 44AB , of the Act , n , Electronically under digital signature , xa0 , , n , , b , , n , In any other case. , n , , A , , n , Electronically under digital signature or , xa0 , , , n , , B , , n , Transmitting the data in the return electronically under electronic verification code or , xa0 , xa0 , xa0 , n , , C , , n , Transmitting the data in the return electronically and thereafter submitting the verification of the return in n , Form ITR V , xa0",synonym_replacement
73, FAQs on filing the return of income ,essential attach documents along return income,"ITR return forms are attachment less forms and, hence, the taxpayer is not required to attach any document like proof of investment, TDS certificates, etc. along with the return of income whether filed manually or filed electronically . However, these documents should be retained by the taxpayer and should be produced before the tax authorities when demanded in situations like assessment, inquiry, etc. , n , As discussed above, no documents are to be attached along with the return of income, however, in case of a taxpayer who is required to furnish a report of audit under section n , 10 2 3C iv , , n , 10 23C v , , n , 10 23C vi , , n , 10 23C via , , n , 10A , , n , 10AA , , n , 12A 1 b , , n , 44AB , , n , 44DA , , n , 50B , , n , 80 IA , , n , 80 IB , , n , 80 IC , , n , 80 ID , , n , 80JJAA , , n , 80LA , , n , 92E , , n , 115JB , or n , 115VW , or to give a notice under n , section 11 2 a , shall furnish it electronically on or before the date of filing the return of income. ,",synonym_replacement
74, FAQs on filing the return of income ,purpose itr 1 sahaj,"Return n , Form ITR   1 SAHAJ , can be used by an individual whose total income includes n , 1 Income from salary pension or , 2 Income from one house property excluding cases where loss is brought forward from previous years or , 3 Income from other sources excluding winnings from lottery and income from race horses, income taxable under n , section 115BBDA , or Income of the nature referred to in n , section 115BBE , . , Further, in a case where the income of another person like spouse, minor child, etc., is to be clubbed with the income of the taxpayer, this return form can be used only when such income falls in any of the above categories. , n , n , ITR , n , Description , , , n , ITR   1 SAHAJ , For Individuals having Income from Salaries, one house property, other sources Interest etc. and having total income upto Rs.50 lakh , n , n , PDF , n , Instructions , n , e File , , ,",synonym_replacement
75, FAQs on filing the return of income ,cannot purpose itr 1 sahaj,"Return n , Form ITR   1 SAHAJ , cannot be used by an individual n , xa0 xa0 xa0 Who is non resident or not oridinary resident , xa0 xa0 xa0 Whose total income for the Assessment year 2018 19 xa0exceeds Rs. 50 lakh , xa0 xa0 xa0 Whose total income for the year includes income from more than one house property. , xa0 xa0 xa0 Whose total income for the year includes income from winnings from lottery or income from race horses or income taxable under n , section 115BBDA , . , xa0 xa0 xa0 Whose total income for the year includes income chargeable to tax under the head Capital Gains . , xa0 xa0 xa0 Whose total income for the year includes income of the nature refferred to in n , section 115BBE , . , xa0 xa0 xa0 Whose total income for the year includes agricultural income of more than Rs. 5,000. , xa0 xa0 xa0 Whose total income for the year includes income from business or profession. , xa0 xa0 xa0 Whose total income for the year includes loss under the head Income from other sources . , xa0 xa0 xa0 Who has claimed relief under n , section 90 , and or n , 91 , . , xa0 xa0 xa0 Any Resident having any assets including financial interest in any entity located outside India or signing authority in any account located outside India. , xa0 xa0 xa0 Any resident having income from any source outside India. , xa0 xa0 xa0 Who has any income to be apportioned in accordance with provisions of n , section 5A ,",synonym_replacement
76, FAQs on filing the return of income ,purpose itr 2,"For A.Y 2018 19, n , Form ITR 2 , can be used by an individual and Hindu Undivided Family who is not eligible to file n , ITR 1 Sahaj , and not having income from profit and gains of business or profession and also not having income from Profits and gains of business or profession in the nature of interest, salary, bonus, commission or remuneration, by whatever name called, due to, or received by him from a partnership firm. , Further, in case where the income of another person like spouse, minor child, etc., is to be clubbed with the income of the taxpayer, this Return Form can be used if income to be clubbed falls in any of the above categories. , n , PDF , n , Instructions , , n , e File",synonym_replacement
77, FAQs on filing the return of income ,cannot purpose itr 2,"For A.Y 2018 19, , Form ITR   2 , cannot be used by an individual and HUF whose total income for the year includes income from profit and gains from business or profession and also having income in the nature of interest, salary, bonus, commission or remuneration, by whatever name called, due to, or received by him from partnership firm",synonym_replacement
78, FAQs on filing the return of income ,purpose itr 3,"For A.Y 2018 19, n , Form ITR 3 , can be used by an individual or a Hindu Undivided Family who is having income from profits and gains of business or profession. However for the A.Y 2018 19, , ITR 3 , is also required to be filed by a person whose income is chargeable to tax under the head Profits and gains ofbusiness or profession is in the nature of interest, salary, bonus, commission or remuneration, by whatever name called, due to, or received by him from a partnership firm.",synonym_replacement
79, FAQs on filing the return of income ,cannot purpose itr 3,"n , Form ITR 3 , cannot be used by any person other than an individual or a HUF. Further, an individual or a HUF not having income from business or profession cannot use n , ITR 3 , .",synonym_replacement
80, FAQs on filing the return of income ,purpose itr 4 sugam,", Form ITR 4 SUGAM , can be u sed by an Individual HUF Firm Other than LLP whose total income for the year includes , a Business income computed as per the provisions of n , section 44AD , or n , 44AE , or , b Income from Profession as computed as per the provisions of n , 44ADA , or , c Income from salary pension or , d Income from one house property excluding cases where loss is brought forward from previous years or , e Income from other sources excluding winnings from lottery and income from race horses dividend income in excess of Rs. 10 lakhs or unexplained Income, etc. as referred to in n , section 115BBE , , Further, in a case where the income of another person like spouse, minor child, etc., is to be clubbed with the income of the taxpayer, this return form can be used where income to be clubbed falls in any of the above categories. xa0",synonym_replacement
81, FAQs on filing the return of income ,cannot purpose itr 4 sugam,"n , Form ITR 4 SUGAM , cannot be used by an individual HUF , , , Whose total income for the year includes income from more than one house property. , , , Whose total income for the year includes income from winnings from lottery or income from race horses. , , , Whose total income for the year includes income chargeable to tax under the head Capital Gains . , , , Whose total Income for the year includes income taxable under n , section 115BBDA , . , , , Whose total income for the year includes income of the nature referred to in n , section 115BBE , . , , , Any resident having income from any source outside India. , , , Whose total income for the year includes agricultural xa0income of more than Rs. 5,000. , , , Whose total income for the year includes income from speculative business and other special incomes. , , , Whose total income for the year includes income from agency business or income in the nature of commission or brokerage. , , , Who claims relief under n , section 90 , , n , 90A , and or n , section 91 , , , Who is a resident and ordinarily resident and has any assets including financial interest in any entity located outside India or signing authority in any account located outside India. , In case of a taxpayer who is engaged in any business eligible for the presumptive taxation scheme of n , section 44AD , or n , section 44AE , or n , section 44ADA , but he does not opt for the presumptive taxation scheme, then such a taxpayer has to maintain the books of account of the business as per the provisions of n , section 44AA , and has to get these accounts audited. In such a case he cannot use n , ITR 4 , . , n ,",synonym_replacement
82, FAQs on filing the return of income ,purpose itr 5,", Form ITR 5 , can be used by a person being a firm, LLP, AOP, BOI, artificial juridical person , cooperative society and local authority.",synonym_replacement
83, FAQs on filing the return of income ,cannot purpose itr 5,", Form ITR 5 , cannot be used by, a person who is required to file the return of income under n , section 139 4A , or n , 139 4B , or n , 139 4C , or n , 139 4D , or n , section 139 4E , or n , section 139 4F , i.e., trusts, political party, institutions, colleges, investment fund, etc. .",synonym_replacement
84, FAQs on filing the return of income ,purpose itr 6,", Form ITR 6 , can be used by a company, other than a company claiming exemption under n , section 11 , charitable religious trust can claim exemption under n , section 11 , .",synonym_replacement
85, FAQs on filing the return of income ,cannot purpose itr 6,", Form ITR 6 , cannot be used by a company claiming exemption under n , section 11 , charitable religious trust can claim exemption under n , section 11 , .",synonym_replacement
86, FAQs on filing the return of income ,purpose itr 7,", , Form I TR 7 , can be used by persons including companies who are required to furnish return under , n , section 139 4A , or , n , section 139 4B , or , n , section 139 4C , or , n , section 139 4D , or , n , section 139 4E , or , n , section 139 4f , i.e., trusts, political party, institutions, colleges, investment fund, etc. .",synonym_replacement
87, FAQs on filing the return of income ,cannot purpose itr 7,", Form ITR 7 , cannot be used by a person who is not required to furnish return under n , section 139 4A , or n , section 139 4B , or n , section 139 4C , or n , section 139 4D , or n , section 139 4E , or n , section 139 4F , xa0 i.e., trusts, political party, institutions, colleges, investment fund, etc. .",synonym_replacement
88, FAQs on filing the return of income ,file return income electronically,"Income tax Department has established an independent portal for e filing of return of income. The taxpayers can log on to www.incometaxindiaefiling.gov.in for e filing the return of income. , , Click here , to view the step by step procedure to file Income tax return online.",synonym_replacement
89, FAQs on filing the return of income ,e filing substitute provided income tax section,"The Income tax Department has provided free e filing utility i.e., Java excel to generate e return and furnishing of return electronically. The e filing utility provided by Department is simple, easy to use and also contains instructions on how to use it. By using the e filing utility, the taxpayers can easily file their returns of income. Utility can be downloaded from www.incometaxindiaefiling.gov.in",synonym_replacement
90, FAQs on filing the return of income ,e filing help desk established income tax section,"In case of queries on e filing of return, the taxpayer can contact 1800 180 1961.",synonym_replacement
91, FAQs on filing the return of income ,conflict e filing e payment,"E payment is the process of electronic payment of tax i.e., by net banking or SBI s debit credit card and e filing is the process of electronically furnishing of return of income. Using the e payment and e filing facility, the taxpayer can discharge his obligations of payment of tax and furnishing of return easily and quickly.",synonym_replacement
92, FAQs on filing the return of income ,put disfavor filing return,"No, on the contrary by not filing your return inspite of having taxable income, you will be liable to the penalty and prosecution provisions under the Income tax Act.",synonym_replacement
93, FAQs on filing the return of income ,benefits filing return income,"Filing of return is your duty and earns for you the dignity of consciously contributing to the development of the nation. Apart from this, your income tax returns validate your credit worthiness before financial institutions and make it possible for you to access many financial benefits such as bank credits, etc.",synonym_replacement
94, FAQs on filing the return of income ,benefits e filing return income,"E filing can be done from any place at any time and it saves time and efforts. It is simple, easy and faster. The e filed returns are generally processed faster as compared to returns filed manually.",synonym_replacement
95, FAQs on filing the return of income ,essential file return income plus income,"If you have sustained a loss in the financial year, which you propose to carry forward to the subsequent year for adjustment against subsequent year s positive income, you must make a claim of loss by filing your return before the due date.",synonym_replacement
96, FAQs on filing the return of income ,due dates filing returns income loss,"n , Due date of filing of return of income , n , n , Sr. No. , n , n , Status of the taxpayer , n , n , Due date , 1 , Any company other than a company who is required to furnish a report in n , Form No. 3CEB , under n , section 92E , i.e. other than covered in 2 below , September 30 of the assessment year , 2 , Any person may be corporate non corporate who is required to furnish a report in n , Form No. 3CEB , under n , section 92E , November 30 of the assessment year , 3 , Any person other than a company whose accounts are to be audited under the Income tax Law or under any other law , September 30 of the assessment year , 4 , A working partner of a firm whose accounts are required to be audited under this Act or under any other law. , September 30 of the assessment year , 5 , Any other assessee See Note , July 31 of the assessment year . xa0 , n , Note The due date for e filing of tax return had been extended to August 31, 2018 for the Assessment Year 2018 19 vide , Order No. F. No. 225 242 2018 ITA.II , , Note The due date for e filing of tax return being 30th September, 2018 had been extended to October 31, 2018 for the Assessment Year 2018 19 vide , Order No. F. No. F.No. 225 358 2018 ITA.II, , dated October 08, 2018",synonym_replacement
97, FAQs on filing the return of income ,punish late filing itr still liable file,"No, late filing fee under n , section 234F , not leviable in case you are not required to file ITR as per n , section 139 , but filing it voluntary though after the due date.",synonym_replacement
98, FAQs on filing the return of income ,fail furnish return inside due date fined punish,"Yes, if a person who is required to xa0furnish a return of income under section 139 and fails to do so within time prescribed in sub section 1 , you will have to pay interest on tax due. W.e.f. assessment year 2018 19, fee as per n , section 234F , is required to be paid if return is furnished after due date. Fee for default in furnishing return of income will be as follows , Rs. 5000 if return is furnished on or before the 31st day of December of the assessment year , Rs. 10,000 in any other case , However, late filing fee shall not exceed Rs. 1000 if the total income of an assessee does not exceed Rs. 5 lakh.",synonym_replacement
99, FAQs on filing the return of income ,return filed due date,", Return of income which has not been furnished on or before the due date specified under n , section 139 1 , is called belated return. Belated return of income is furnished under n , section 139 4 , . , Any person who has not furnished a return of income within the time period allowed under n , section 139 1 , or within the time period allowed under a notice issued under n , section 142 1 , , may furnish return for any previous year xa0 ,   at any time before the end of the relevant assessment year or before completion of the assessment, whichever is earlier. xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 w.e.f A.Y 2018 19 , n ,   within one year before xa0the end of the relevant assessment year or before completion of the assessment, whichever is earlier. xa0 , xa0 xa0 xa0 xa0 xa0 xa0 xa0 xa0 upto A.Y 2017 18 , However, a belated return attracts late filing fees under n , section 234F , . xa0 w.e.f A.Y 2018 19 , As per n , section 234F , , late filing fees of Rs.5,000 shall be payable if return furnished after due date specified under n , section 139 1 , but before 31st December of the assessment year. In other cases, late filing fees of Rs. 10,000 is payable. However amount of late filing fees to be paid cannot exceed Rs.1,000, if the total income of the person does not exceed Rs.5 lakhs.",synonym_replacement
100, FAQs on filing the return of income ,paid excess tax refunded,The excess tax can be claimed as refund by filing your Income tax return. It will be refunded to you by crediting it in your bank account through ECS transfer. The department has been making efforts to settle refund claims at the earliest.,synonym_replacement
101, FAQs on filing the return of income ,committed mistake master return permitted file revise return correct mistake,"n , A return of income can be revised at any time during the assessment year or before the assessment made whichever is earlier. , xa0If original return has filed in paper format or manually, then technically it cannot be revised by online mode or electronically. , n",synonym_replacement
102, FAQs on filing the return of income ,many times revise return,"If a person after furnishing the return finds any mistake, omission or any wrong statement, then return should be revised within prescribed time limit. , A return can be revised before the end of the Assessment Year or before the completion of the assessment whichever is earlier. w.e.f A.Y 2018 19 , However for the earlier Assessment Years preceding to the Assessment Year 2018 19 , a return can be revised before the expiry of one year from the end of the Assessment Year or before the completion of the assessment by the Department whichever is earlier. till A.Y 2017 18 . , If original return has filed in paper format or manually, then technically it cannot be revised by online mode or electronically. , Revised return can be filed online under Section xa0139 5 . xa0",synonym_replacement
103, FAQs on filing the return of income ,required living imitate return filed validation retentive,"Yes, since legal proceedings under the Income tax Act can be initiated up to four or six years as the case may be prior to the current financial year, you must maintain such documents at least for this period. However, in certain cases the proceedings can be initiated even after 6 years, hence, it is advised to preserve the copy of return as long as possible. Further, after introduction of the e filing facility, it is very easy and simple to maintain the copy of return of income.",synonym_replacement
104, FAQs on filing the return of income ,various deductions reflect form sixteen issued employer claim return,"Yes, it can be claimed if you are otherwise eligible to claim the same.",synonym_replacement
105, FAQs on filing the return of income ,return filing mandatory still though taxes interests paid refund due,"Amounts paid as advance tax and withheld in the form of TDS or collected in the form of TCS will take the character of your tax due only on completion of self assessment of your income. This self assessment is intimated to the Department by way of filing of the return of income. Only then the Government assumes rights over the taxes paid by you. Filing of return is critical for this process and, hence, has been made mandatory. Failure will attract levy of penalty.",synonym_replacement
106, FAQs on filing the return of income ,liable vicious criminal_prosecution arrest captivity etc file income tax return still though income nonexempt,"Non payment of tax attracts interests, penalty and prosecution. The prosecution can lead to rigorous imprisonment from 3 months to 2 years when the tax sought to be evaded exceeds Rs. 25,00,000 the punishment could be 6 months to 7 years .",synonym_replacement
107, FAQs on filing the return of income ,form 26as,", A taxpayer may pay tax in any of the following forms , 1 Tax Deducted at Source TDS , 2 Tax Collected at Source TCS , 3 Advance tax or Self assessment Tax or Payment of tax on regular assessment. , The Income tax Department maintains the database of the total tax paid by the taxpayer i.e., tax credit in the account of a taxpayer . xa0 , Form 26AS , is an annual statement maintained under n , Rule 31AB , of the Incom e tax Rules disclosing the details of tax credit in his account as per the database of Income tax Department. In other words, n , Form 26AS , will reflect the details of tax credit appearing in the Permanent Account Number of the taxpayer as per the database of the Income tax Department. The tax credit will cover TDS, TCS and tax paid by the taxpayer in other forms like advance tax, Self Assessment tax, etc. , Income tax Department will generally allow a taxpayer to claim the credit of taxes as reflected in his n , Form 26AS , . ,",synonym_replacement
108, FAQs on filing the return of income ,discrepancies appear actual tds tds credit per form 26as,", Every person deducting tax at source has to furnish the details of tax deducted by him to the Income tax Department. The details will cover the name of the deductee, Permanent Account Number of the deductee, amount of tax deducted, amount paid to the deductee, date of payment of TDS to the credit of Government, etc. On the basis of the details of TDS provided by the deductor, the Income tax Department will update n , Form 26AS , of the deductee. , Many times the actual amount of TDS and TDS credit as appearing in n , Form 26AS , may differ and it may happen that the TDS credit appearing in n , Form 26AS , may be less as compared to actual TDS, this may happen due to reasons like non furnishing of TDS details to the Income tax Department by the deductor, deducting the tax in incorrect Permanent Account Number, etc. In such a case the deductee should approach the deductor and request him to take the necessary steps to rectify the discrepancy due to above reasons. xa0 , The Income tax Department updates the TDS details in n , Form 26AS , on basis of details provided by the person deducting the tax i.e., the deductor , hence, if there is any default on the part of deductor like non  furnishing of TDS details i.e., TDS return to the Income tax Department, deducting the tax in incorrect Permanents Account Number, etc. then n , Form 26AS , will not reflect the actual TDS. In such a case, the taxpayer may not be able to claim the credit of correct TDS. Hence, the taxpayers are advised to confirm the tax credit appearing in n , Form 26AS , and should reconcile the difference, if any. xa0 , If discrepancy is due to deductor , then he may file TDS TCS correction statement and correct the same.",synonym_replacement
109, FAQs on filing the return of income ,precautions taken filing return income,", The followings are the important steps points precautions to be kept in mind while filing the return of income , 1 xa0 The first and foremost precaution is to file the return of income on or before the due date. Taxpayers should avoid the practice of filing belated return. Following are the consequences of delay in filing the return of income Loss other than house property loss , a. xa0 xa0 xa0 xa0 xa0 xa0 xa0 Losses cannot be carried forward. n , b. xa0 xa0 xa0 xa0 xa0 xa0 xa0 Levy of interest under n , section 234A , . , c. xa0 xa0 xa0 xa0 xa0 xa0 xa0 Late filing fees under n , section 234F , is levied for return filed from A.Y 2018 19 onwards. Late filing fee of Rs. 5,000 shall be payable if return furnished after due date but before 31st December of the assessment year. In other cases, late filing fees of Rs. 10,000 is payable. However amount of late filing fees to be paid cannot exceed Rs. 1,000, if total income does not exceed Rs. 5 Lakh. , d. xa0 xa0 xa0 xa0 xa0 xa0 xa0 Exemptions under n , section 10A , , n , section 10B , , are not available. n , e. xa0 xa0 xa0 xa0 xa0 xa0 xa0 Deduction under n , 80 IA , , n , 80 IAB , , n , 80 IB , , n , 80 IC , , n , 80 ID , and n , 80 IE , , are not available. , f. xa0 xa0 xa0 xa0 xa0 xa0 xa0 Deduction under n , 80IAC , , n , 80IBA , , n , 80JJA , , n , 80JJAA , , n , 80LA , , n , 80P , , n , 80PA , , n , 80QQB , and n , 80RRB , are not available. From A.Y 2018 19 , g. xa0 xa0 xa0 xa0 xa0 xa0 xa0 Belated return cannot be revised under n , section 139 5 , till A.Y 2016 17. However, from A.Y 2017 18, even a belated can be revised by the taxpayer. n , 2 xa0 xa0 xa0 Taxpayer should download n , Form 26AS , and should confirm actual TDS TCS Tax paid. If any discrepancy is observed then suitable action should be taken to reconcile it. n , 3 xa0 xa0 xa0 Compile and carefully study the documents to be used while filing the return of income like bank statement passbook, interest certificate, investment proofs for which deductions is to be claimed, books of account and balance sheet and P L A c if applicable , etc. n , 4 xa0 xa0 xa0 No documents are to be attached along with the return of income. The taxpayer should identify the correct return form applicable in his case. Carefully provide all the information in the return form. Confirm the calculation of total income, deductions if any , interest if any , tax liability refund, etc. n , 5 xa0 xa0 xa0 Ensure that other details like PAN, address, e mail address, bank account details, etc., are correct. n , 6 xa0 xa0 xa0 xa0 After filling all the details in the return of income and after confirmation of all the details, one can proceed with filing the return of income. In case return is filed electronically without digital signature and without electronic verification code do not forget to post the acknowledgement of filing the return of income at CPC Bangalore within 120 days of filing return of income. , 7 xa0 xa0 xa0 xa0 For details on e filing please log on to n , www.incometaxindiaefiling.gov.in ,",synonym_replacement
110, FAQs on Tax Deducted at Source (TDS) ,tax deducted source,", For quick and efficient collection of taxes, the Income tax Law has incorporated a system of deduction of tax at the point of generation of income. This system is called as Tax Deducted at Source , commonly known as TDS. Under this system tax is deducted at the origin of the income. Tax is deducted by the payer and is remitted to the Government by the payer on behalf of the payee. xa0 , The provisions of deduction of tax at source are applicable to several payments such as salary, interest, commission, brokerage, professional fees, royalty, contract payments, etc. In respect of payments to which the TDS provisions apply, the payer has to deduct tax at source on the payments made by him and he has to deposit the tax deducted by him to the credit of the Government.",synonym_replacement
